repository_path,source_class,source_relative_path,source_sha256,transformation
dashboard/dashboard_data/FactPartitionStatus.csv,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data/FactPartitionStatus.csv,1695f988b76409e31a70e28695b3cbf694ce0509c053d211f610cbba3f05f88c,copied from disclosure-controlled dashboard package
dashboard/dashboard_data/FactProjectCoverage.csv,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data/FactProjectCoverage.csv,ff8a9d9703219523b3cfd46c75f87efb1b890b380678fb20340ca479d848338a,copied from disclosure-controlled dashboard package
dashboard/dashboard_data/FactProviderMeasurement.csv,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data/FactProviderMeasurement.csv,e06f6e9678edf9cc55030582ab5dfa67e8d228e4d68f19446b480609ba09c3bb,copied from disclosure-controlled dashboard package
dashboard/dashboard_data/FactSyntheticDemonstration.csv,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data/FactSyntheticDemonstration.csv,24ce1d53cb6c3bcec8c682c7640ad01886fb9d890f0c8cd726eb4fce0b0ea5df,copied from disclosure-controlled dashboard package
dashboard/dashboard_data/FactValidationStatus.csv,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data/FactValidationStatus.csv,23c92158bc33f819f009b7e54ddb42a7c7d015434f2e113c02fe29e98ad514be,copied from disclosure-controlled dashboard package
dashboard/dashboard_data/POWER_BI_IMPORT.xlsx,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data/POWER_BI_IMPORT.xlsx,368bf73bd084929ebefcef730f694a904cc64158f5d7a87f080919287290b8c4,copied from disclosure-controlled dashboard package
dashboard/dashboard_data_dictionary.csv,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_data_dictionary.csv,4e03f85154940d8e75499817793d1b507e08307be8af4745783dd67cc9420384,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/01_executive_overview.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/01_executive_overview.png,ae96dccd06c23d0767ba235ea0855d7146da2ad51021ce6babab4e56df297c73,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/02_coverage_standardization.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/02_coverage_standardization.png,6d073db0045266d9187fe6b442cc253e8755ea69a04022ba9be5b54947e06762,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/03_clinical_visit.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/03_clinical_visit.png,7c7acafea7ff74cde9e7007a9ecb8cf52f478aa661c9a0b88ce61f335b9bb09c,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/04_provider_facility.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/04_provider_facility.png,36dcbb7acf0515bf6d6a0c3b2b617cb0a46c6093502babf32618217b4d0df376,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/05_cohort_design.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/05_cohort_design.png,b5655f759bef8926a4464ec344ae04078d82cbd39f67739411464af86a1fc779,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/06_validation_reproducibility.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/06_validation_reproducibility.png,1c6d38ff47c6a75234e85aa2dc3b2d22b9f38875450e7add606cd3f3d988f2f5,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/07_completion_handoff.png,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/07_completion_handoff.png,7cd9ac9b18abdeaa24cd712ce51dd0169a6860d6f7b20752267c6cbec481e866,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/POWER_BI_DESKTOP_RENDER_QA.json,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/POWER_BI_DESKTOP_RENDER_QA.json,29e16662052c5c67c81a4730925bce7f7a710428ed92624bb742891cc53fd801,copied from disclosure-controlled dashboard package
dashboard/dashboard_qa/README.md,power_bi_handoff_package,outputs/powerbi_dashboard_preparation/20260810T202454Z/dashboard_qa/README.md,83f5c56b4c9073282a9d940e992d14e2c974bf0da85d7ec94339281194662cc2,copied from disclosure-controlled dashboard package
dashboard/powerbi_project/.gitignore,power_bi_project_source,generated_powerbi_project/.gitignore,aae3b5c4250eeb6798c5fa1afcb7472743887a74746414f3d967d924cf8df11c,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/.platform,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/.platform,b831a50175a648e26e903ccb217815920c58d10f0834ec4afbd86b4eb1fc72ec,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/StaticResources/RegisteredResources/FloridaEDResearchPortfolio.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/StaticResources/RegisteredResources/FloridaEDResearchPortfolio.json,f7f08bed4bc92df308511a18ae05055bee637733479f5b818b0d75dc4ad440e3,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/StaticResources/SharedResources/BaseThemes/CY26SU07.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/StaticResources/SharedResources/BaseThemes/CY26SU07.json,cbd7ee57cd74dfd24cab269d2c8d0b0f52f05d4e1f4d465566647f8fdd095042,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition.pbir,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition.pbir,ad23a3bb146aa3bf48db8bcfbcfde38cdb422ecca3a1d38ae09dbb70e24a267c,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/page.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/page.json,dfc70487977191a9b158a96a108391fcbae0aceaf6a3905e9ce979ed84820708,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/23be0f7d5715647f6a3f/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/23be0f7d5715647f6a3f/visual.json,c0f4edb0a4109f6393af338b7cb9bcfc6dec3ca16a91b638fb0f64472612c7a7,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/478799bc137e99443578/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/478799bc137e99443578/visual.json,9ea514d4350a2f1200b4d24bb0e67eea49ccea6c14018f1dd31a567d516776b3,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/4e31f6a405387a2f5719/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/4e31f6a405387a2f5719/visual.json,2509c3d3b72568637ae6b8ae30fe07f3c2f7109e58262bd38ad353452f77e815,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/51d84db7827278c6188d/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/51d84db7827278c6188d/visual.json,17f4e21e3df66742ec0ce777fef3e347a0f23e7902b2552a3794bc6e2effa4e4,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/54626afcddc432399df6/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/54626afcddc432399df6/visual.json,856c8d2f0469bd5e358ff8847b5ec9c78628b2e3defce6b1772f2a30eae68d9b,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/68ce54623d9ff244e629/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/68ce54623d9ff244e629/visual.json,7334bdd279de510abcfab731ec893f574f1696592cd58c5caf81730b51fa754a,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/ad212b843ae46733ee91/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/ad212b843ae46733ee91/visual.json,07370a6decec1dec358b8f196ad18ca95b41fcdf605709af5dfd0103ea537233,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/b2e43578278eaaa90796/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/b2e43578278eaaa90796/visual.json,f984f590f07f4bd63bba2843aec49067782827a8be35492377892c1926b31460,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/c739a5bd98d037c85664/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/c739a5bd98d037c85664/visual.json,a08ef29f6bf4ae05b974a665cd88ca6a45cc36c388db842f5dc45ea25324b59e,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/cb8e6b195ca7c8a6608e/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/cb8e6b195ca7c8a6608e/visual.json,18dba9ef8e316b4df1815e0a47795fcc52e247629ed7f7e71286c2caf6e04ec4,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/fe82216076d7e5cc562e/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/0f8d62cc0491e15bf8b6/visuals/fe82216076d7e5cc562e/visual.json,2729fcd304ec4b7f4020da752c5837e3fdf85c5bb12e4453230f10dd5fa2b009,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/page.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/page.json,95f59c674bc4d2ed660068258ee73cedf8834eb9e7dcd66016f119b72a0fb59d,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/03cb6d76a41fb6c280cf/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/03cb6d76a41fb6c280cf/visual.json,1d8fb9ee01488e6d3eab5751ce1c7d23be2d3a27f35cf8f15ce4fef5ec4c817c,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/138d608daa1649a7374b/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/138d608daa1649a7374b/visual.json,093b5d486424f653750d501b3af2d800a26534f2c2d45708843f808fa0dbde65,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/34f3247a62b15c83ac6e/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/34f3247a62b15c83ac6e/visual.json,c7ac6a33579308bb6d0ddaaa5d608d071bf3c1203eccfd950cad20d9255a779f,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/50425f49aa073eaadb85/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/50425f49aa073eaadb85/visual.json,4998f2ab2aad770a9ebc643874f5f753d90346360f0e01abac8c7736a5e78c62,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/5ae416b0135822ecb1c3/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/5ae416b0135822ecb1c3/visual.json,d4c3f5ec81a91b306b92760991f9d650a53370e2bd7cfa60eeafdcf4a6e290fa,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/70ed0cb929c083f930c2/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/70ed0cb929c083f930c2/visual.json,fa1338b984737b4ee9b2baa8706bb9f8cb9036847edfe3b663b1fd0ecce892f1,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/8ac201c2bb394edd1968/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/8ac201c2bb394edd1968/visual.json,d12bdfbbfd8d4f402d71e0bcca73c6779a278e78732104ee8f7cff5537917605,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/bb5ddcb6b9f0d38e90bb/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/bb5ddcb6b9f0d38e90bb/visual.json,ef54f4e40cede67bee50386a297f81bb20dd878bbfed380ebf04ee993eeda3fa,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/cf6c7ef9b29e18f4492c/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/cf6c7ef9b29e18f4492c/visual.json,29cff8d2036374da7261d64fabef759bd34d0a0a1d7a2398462d45d8142405fc,copied after static and Power BI Desktop runtime QA
dashboard/powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/e11b08143154ecbc7ed7/visual.json,power_bi_project_source,generated_powerbi_project/Florida_ED_Project_Portfolio_Dashboard.Report/definition/pages/2a2d34b4561b0326f943/visuals/e11b08143154ecbc7ed7/visual.json,4a5b2d6de287d1795c59dad224f296a52fe3dc11f1523191ac93107cf1d47a3a,copied after static and Power BI Desktop runtime QA
